"동별(1)","동별(2)",항목,2024 4/4,2024 4/4
"강서구","가양2동",계,205,212
"강서구","가양2동",한국인,205,212
"강서구","가양2동",등록외국인,-,-
"강서구","가양3동",계,391,189
"강서구","가양3동",한국인,390,188
"강서구","가양3동",등록외국인,1,1
"강서구","발산1동",계,829,1347
"강서구","발산1동",한국인,827,1345
"강서구","발산1동",등록외국인,2,2
"강서구","공항동",계,935,1669
"강서구","공항동",한국인,921,1654
"강서구","공항동",등록외국인,14,15
"강서구","방화1동",계,1155,1703
"강서구","방화1동",한국인,1152,1699
"강서구","방화1동",등록외국인,3,4
"강서구","방화2동",계,442,481
"강서구","방화2동",한국인,436,477
"강서구","방화2동",등록외국인,6,4
"강서구","방화3동",계,504,494
"강서구","방화3동",한국인,504,494
"강서구","방화3동",등록외국인,-,-
"강서구","화곡1동",계,812,1024
"강서구","화곡1동",한국인,779,998
"강서구","화곡1동",등록외국인,33,26
"강서구","우장산동",계,974,1914
"강서구","우장산동",한국인,968,1905
"강서구","우장산동",등록외국인,6,9
"구로구","신도림동",계,1233,1643
"구로구","신도림동",한국인,1223,1636
"구로구","신도림동",등록외국인,10,7
"구로구","구로1동",계,705,791
"구로구","구로1동",한국인,698,784
"구로구","구로1동",등록외국인,7,7
"구로구","구로3동",계,476,524
"구로구","구로3동",한국인,420,448
"구로구","구로3동",등록외국인,56,76
"구로구","구로4동",계,329,370
"구로구","구로4동",한국인,249,260
"구로구","구로4동",등록외국인,80,110
"구로구","구로5동",계,802,797
"구로구","구로5동",한국인,754,702
"구로구","구로5동",등록외국인,48,95
"구로구","고척1동",계,917,809
"구로구","고척1동",한국인,906,802
"구로구","고척1동",등록외국인,11,7
"구로구","고척2동",계,498,720
"구로구","고척2동",한국인,489,704
"구로구","고척2동",등록외국인,9,16
"구로구","개봉2동",계,694,887
"구로구","개봉2동",한국인,678,866
"구로구","개봉2동",등록외국인,16,21
"구로구","개봉3동",계,337,501
"구로구","개봉3동",한국인,317,477
"구로구","개봉3동",등록외국인,20,24
"구로구","오류1동",계,497,484
"구로구","오류1동",한국인,478,461
"구로구","오류1동",등록외국인,19,23
"구로구","수궁동",계,499,539
"구로구","수궁동",한국인,482,527
"구로구","수궁동",등록외국인,17,12
"구로구","가리봉동",계,130,184
"구로구","가리봉동",한국인,76,92
"구로구","가리봉동",등록외국인,54,92
"구로구","구로2동",계,420,576
"구로구","구로2동",한국인,286,319
"구로구","구로2동",등록외국인,134,257
"구로구","개봉1동",계,1034,893
"구로구","개봉1동",한국인,1013,872
"구로구","개봉1동",등록외국인,21,21
"구로구","오류2동",계,743,1132
"구로구","오류2동",한국인,728,1112
"구로구","오류2동",등록외국인,15,20
"구로구","항동",계,784,1433
"구로구","항동",한국인,781,1426
"구로구","항동",등록외국인,3,7
"금천구","가산동",계,333,285
"금천구","가산동",한국인,293,238
"금천구","가산동",등록외국인,40,47
"금천구","독산1동",계,1472,1377
"금천구","독산1동",한국인,1415,1327
"금천구","독산1동",등록외국인,57,50
"금천구","독산2동",계,285,425
"금천구","독산2동",한국인,246,376
"금천구","독산2동",등록외국인,39,49
"금천구","독산3동",계,386,512
"금천구","독산3동",한국인,317,389
"금천구","독산3동",등록외국인,69,123
"금천구","독산4동",계,231,300
"금천구","독산4동",한국인,180,233
"금천구","독산4동",등록외국인,51,67
"금천구","시흥1동",계,573,784
"금천구","시흥1동",한국인,528,727
"금천구","시흥1동",등록외국인,45,57
"금천구","시흥2동",계,461,667
"금천구","시흥2동",한국인,460,667
"금천구","시흥2동",등록외국인,1,-
"금천구","시흥3동",계,133,236
"금천구","시흥3동",한국인,131,231
"금천구","시흥3동",등록외국인,2,5
"금천구","시흥4동",계,286,414
"금천구","시흥4동",한국인,262,388
"금천구","시흥4동",등록외국인,24,26
"금천구","시흥5동",계,283,376
"금천구","시흥5동",한국인,267,351
"금천구","시흥5동",등록외국인,16,25
"영등포구","여의동",계,977,1345
"영등포구","여의동",한국인,961,1324
"영등포구","여의동",등록외국인,16,21
"영등포구","당산1동",계,538,420
"영등포구","당산1동",한국인,532,409
"영등포구","당산1동",등록외국인,6,11
"영등포구","당산2동",계,1050,1203
"영등포구","당산2동",한국인,1045,1198
"영등포구","당산2동",등록외국인,5,5
"영등포구","양평1동",계,583,512
"영등포구","양평1동",한국인,581,508
"영등포구","양평1동",등록외국인,2,4
"영등포구","양평2동",계,772,653
"영등포구","양평2동",한국인,768,648
"영등포구","양평2동",등록외국인,4,5
"영등포구","신길1동",계,318,384
"영등포구","신길1동",한국인,283,354
"영등포구","신길1동",등록외국인,35,30
"영등포구","신길3동",계,430,575
"영등포구","신길3동",한국인,405,546
"영등포구","신길3동",등록외국인,25,29
"영등포구","신길4동",계,324,411
"영등포구","신길4동",한국인,308,383
"영등포구","신길4동",등록외국인,16,28
"영등포구","신길5동",계,266,382
"영등포구","신길5동",한국인,253,347
"영등포구","신길5동",등록외국인,13,35
"영등포구","신길6동",계,455,434
"영등포구","신길6동",한국인,442,414
"영등포구","신길6동",등록외국인,13,20
"영등포구","신길7동",계,749,1054
"영등포구","신길7동",한국인,746,1048
"영등포구","신길7동",등록외국인,3,6
"영등포구","대림1동",계,348,396
"영등포구","대림1동",한국인,291,318
"영등포구","대림1동",등록외국인,57,78
"영등포구","대림2동",계,243,340
"영등포구","대림2동",한국인,130,160
"영등포구","대림2동",등록외국인,113,180
"영등포구","대림3동",계,549,542
"영등포구","대림3동",한국인,478,417
"영등포구","대림3동",등록외국인,71,125
"영등포구","영등포본동",계,551,628
"영등포구","영등포본동",한국인,513,575
"영등포구","영등포본동",등록외국인,38,53
"영등포구","영등포동",계,558,475
"영등포구","영등포동",한국인,552,463
"영등포구","영등포동",등록외국인,6,12
"영등포구","도림동",계,444,425
"영등포구","도림동",한국인,399,355
"영등포구","도림동",등록외국인,45,70
"영등포구","문래동",계,1150,1495
"영등포구","문래동",한국인,1147,1487
"영등포구","문래동",등록외국인,3,8
"동작구","노량진2동",계,68,81
"동작구","노량진2동",한국인,53,72
"동작구","노량진2동",등록외국인,15,9
"동작구","상도1동",계,815,1158
"동작구","상도1동",한국인,801,1149
"동작구","상도1동",등록외국인,14,9
"동작구","상도2동",계,862,1114
"동작구","상도2동",한국인,856,1110
"동작구","상도2동",등록외국인,6,4
"동작구","상도3동",계,333,429
"동작구","상도3동",한국인,325,423
"동작구","상도3동",등록외국인,8,6
"동작구","상도4동",계,568,669
"동작구","상도4동",한국인,563,661
"동작구","상도4동",등록외국인,5,8
"동작구","사당1동",계,266,288
"동작구","사당1동",한국인,259,285
"동작구","사당1동",등록외국인,7,3
"동작구","사당3동",계,647,946
"동작구","사당3동",한국인,647,945
"동작구","사당3동",등록외국인,-,1
"동작구","사당4동",계,238,265
"동작구","사당4동",한국인,236,265
"동작구","사당4동",등록외국인,2,-
"동작구","사당5동",계,428,387
"동작구","사당5동",한국인,425,387
"동작구","사당5동",등록외국인,3,-
"동작구","대방동",계,519,924
"동작구","대방동",한국인,515,920
"동작구","대방동",등록외국인,4,4
"동작구","신대방1동",계,509,751
"동작구","신대방1동",한국인,494,704
"동작구","신대방1동",등록외국인,15,47
"동작구","신대방2동",계,581,735
"동작구","신대방2동",한국인,578,732
"동작구","신대방2동",등록외국인,3,3
"동작구","흑석동",계,903,1296
"동작구","흑석동",한국인,895,1291
"동작구","흑석동",등록외국인,8,5
"동작구","노량진1동",계,728,742
"동작구","노량진1동",한국인,722,738
"동작구","노량진1동",등록외국인,6,4
"동작구","사당2동",계,717,865
"동작구","사당2동",한국인,714,860
"동작구","사당2동",등록외국인,3,5
"관악구","보라매동",계,316,488
"관악구","보라매동",한국인,308,476
"관악구","보라매동",등록외국인,8,12
"관악구","청림동",계,512,489
"관악구","청림동",한국인,511,486
"관악구","청림동",등록외국인,1,3
"관악구","행운동",계,368,439
"관악구","행운동",한국인,356,438
"관악구","행운동",등록외국인,12,1
"관악구","낙성대동",계,248,255
"관악구","낙성대동",한국인,240,251
"관악구","낙성대동",등록외국인,8,4
"관악구","중앙동",계,141,158
"관악구","중앙동",한국인,141,158
"관악구","중앙동",등록외국인,-,-
"관악구","인헌동",계,320,421
"관악구","인헌동",한국인,314,411
"관악구","인헌동",등록외국인,6,10
"관악구","남현동",계,325,345
"관악구","남현동",한국인,322,343
"관악구","남현동",등록외국인,3,2
"관악구","서원동",계,242,226
"관악구","서원동",한국인,235,219
"관악구","서원동",등록외국인,7,7
"관악구","신원동",계,158,211
"관악구","신원동",한국인,140,192
"관악구","신원동",등록외국인,18,19
"관악구","서림동",계,220,339
"관악구","서림동",한국인,216,337
"관악구","서림동",등록외국인,4,2
"관악구","신사동",계,215,365
"관악구","신사동",한국인,175,296
"관악구","신사동",등록외국인,40,69
"관악구","신림동",계,114,124
"관악구","신림동",한국인,108,116
"관악구","신림동",등록외국인,6,8
"관악구","난향동",계,303,464
"관악구","난향동",한국인,295,458
"관악구","난향동",등록외국인,8,6
"관악구","조원동",계,402,324
"관악구","조원동",한국인,382,299
"관악구","조원동",등록외국인,20,25
"관악구","대학동",계,275,287
"관악구","대학동",한국인,234,258
"관악구","대학동",등록외국인,41,29
"관악구","은천동",계,590,838
"관악구","은천동",한국인,586,827
"관악구","은천동",등록외국인,4,11
"관악구","성현동",계,600,879
"관악구","성현동",한국인,595,872
"관악구","성현동",등록외국인,5,7
"관악구","청룡동",계,489,517
"관악구","청룡동",한국인,481,506
"관악구","청룡동",등록외국인,8,11
"관악구","난곡동",계,305,465
"관악구","난곡동",한국인,296,448
"관악구","난곡동",등록외국인,9,17
"관악구","삼성동",계,230,324
"관악구","삼성동",한국인,224,320
"관악구","삼성동",등록외국인,6,4
"관악구","미성동",계,439,735
"관악구","미성동",한국인,432,721
"관악구","미성동",등록외국인,7,14
"서초구","서초1동",계,441,615
"서초구","서초1동",한국인,441,615
"서초구","서초1동",등록외국인,-,-
"서초구","서초2동",계,815,1140
"서초구","서초2동",한국인,805,1136
"서초구","서초2동",등록외국인,10,4
"서초구","서초3동",계,619,791
"서초구","서초3동",한국인,617,783
"서초구","서초3동",등록외국인,2,8
"서초구","서초4동",계,701,1639
"서초구","서초4동",한국인,693,1623
"서초구","서초4동",등록외국인,8,16
"서초구","잠원동",계,639,1087
"서초구","잠원동",한국인,637,1084
"서초구","잠원동",등록외국인,2,3
"서초구","반포본동",계,4,15
"서초구","반포본동",한국인,4,14
"서초구","반포본동",등록외국인,-,1
"서초구","반포1동",계,828,1947
"서초구","반포1동",한국인,821,1937
"서초구","반포1동",등록외국인,7,10
"서초구","반포2동",계,950,1586
"서초구","반포2동",한국인,944,1578
"서초구","반포2동",등록외국인,6,8
"서초구","반포3동",계,674,1105
"서초구","반포3동",한국인,672,1102
"서초구","반포3동",등록외국인,2,3
"서초구","반포4동",계,549,985
"서초구","반포4동",한국인,512,887
"서초구","반포4동",등록외국인,37,98
"서초구","방배본동",계,329,789
"서초구","방배본동",한국인,325,781
"서초구","방배본동",등록외국인,4,8
"서초구","방배1동",계,330,562
"서초구","방배1동",한국인,328,560
"서초구","방배1동",등록외국인,2,2
"서초구","방배2동",계,403,481
"서초구","방배2동",한국인,399,478
"서초구","방배2동",등록외국인,4,3
"서초구","방배3동",계,411,599
"서초구","방배3동",한국인,411,599
"서초구","방배3동",등록외국인,-,-
"서초구","방배4동",계,435,780
"서초구","방배4동",한국인,422,753
"서초구","방배4동",등록외국인,13,27
"서초구","양재1동",계,1121,1380
"서초구","양재1동",한국인,1110,1375
"서초구","양재1동",등록외국인,11,5
"서초구","양재2동",계,442,496
"서초구","양재2동",한국인,429,492
"서초구","양재2동",등록외국인,13,4
"서초구","내곡동",계,570,699
"서초구","내곡동",한국인,569,698
"서초구","내곡동",등록외국인,1,1
"강남구","신사동",계,328,491
"강남구","신사동",한국인,328,490
"강남구","신사동",등록외국인,-,1
"강남구","개포3동",계,384,596
"강남구","개포3동",한국인,384,594
"강남구","개포3동",등록외국인,-,2
"강남구","논현1동",계,253,265
"강남구","논현1동",한국인,245,256
"강남구","논현1동",등록외국인,8,9
"강남구","논현2동",계,366,449
"강남구","논현2동",한국인,360,444
"강남구","논현2동",등록외국인,6,5
"강남구","삼성1동",계,272,376
"강남구","삼성1동",한국인,263,368
"강남구","삼성1동",등록외국인,9,8
"강남구","삼성2동",계,700,1145
"강남구","삼성2동",한국인,698,1139
"강남구","삼성2동",등록외국인,2,6
"강남구","대치1동",계,294,1234
"강남구","대치1동",한국인,294,1234
"강남구","대치1동",등록외국인,-,-
"강남구","대치4동",계,185,344
"강남구","대치4동",한국인,181,339
"강남구","대치4동",등록외국인,4,5
"강남구","역삼1동",계,431,378
"강남구","역삼1동",한국인,422,370
"강남구","역삼1동",등록외국인,9,8
"강남구","역삼2동",계,544,1452
"강남구","역삼2동",한국인,535,1448
"강남구","역삼2동",등록외국인,9,4
"강남구","도곡1동",계,467,904
"강남구","도곡1동",한국인,465,904
"강남구","도곡1동",등록외국인,2,-
"강남구","도곡2동",계,688,1645
"강남구","도곡2동",한국인,687,1645
"강남구","도곡2동",등록외국인,1,-
"강남구","개포1동",계,826,1573
"강남구","개포1동",한국인,826,1571
"강남구","개포1동",등록외국인,-,2
"강남구","개포4동",계,680,800
"강남구","개포4동",한국인,672,793
"강남구","개포4동",등록외국인,8,7
"강남구","일원본동",계,517,1135
"강남구","일원본동",한국인,516,1133
"강남구","일원본동",등록외국인,1,2
"강남구","일원1동",계,254,294
"강남구","일원1동",한국인,247,290
"강남구","일원1동",등록외국인,7,4
"강남구","수서동",계,275,205
"강남구","수서동",한국인,275,203
"강남구","수서동",등록외국인,-,2
"강남구","세곡동",계,1421,1953
"강남구","세곡동",한국인,1421,1949
"강남구","세곡동",등록외국인,-,4
"강남구","압구정동",계,667,1085
"강남구","압구정동",한국인,667,1083
"강남구","압구정동",등록외국인,-,2
"강남구","청담동",계,592,955
"강남구","청담동",한국인,592,950
"강남구","청담동",등록외국인,-,5
"강남구","대치2동",계,620,1625
"강남구","대치2동",한국인,620,1625
"강남구","대치2동",등록외국인,-,-
"강남구","개포2동",계,1575,2066
"강남구","개포2동",한국인,1575,2059
"강남구","개포2동",등록외국인,-,7
"송파구","풍납1동",계,265,245
"송파구","풍납1동",한국인,254,237
"송파구","풍납1동",등록외국인,11,8
"송파구","풍납2동",계,656,813
"송파구","풍납2동",한국인,649,808
"송파구","풍납2동",등록외국인,7,5
"송파구","거여1동",계,201,247
"송파구","거여1동",한국인,199,247
"송파구","거여1동",등록외국인,2,-
"송파구","거여2동",계,739,912
"송파구","거여2동",한국인,739,911
"송파구","거여2동",등록외국인,-,1
"송파구","마천1동",계,214,355
"송파구","마천1동",한국인,213,352
"송파구","마천1동",등록외국인,1,3
"송파구","마천2동",계,225,292
"송파구","마천2동",한국인,224,289
"송파구","마천2동",등록외국인,1,3
"송파구","방이1동",계,276,560
"송파구","방이1동",한국인,273,557
"송파구","방이1동",등록외국인,3,3
"송파구","방이2동",계,413,443
"송파구","방이2동",한국인,398,431
"송파구","방이2동",등록외국인,15,12
"송파구","오륜동",계,306,790
"송파구","오륜동",한국인,305,790
"송파구","오륜동",등록외국인,1,-
"송파구","오금동",계,885,1308
"송파구","오금동",한국인,884,1305
"송파구","오금동",등록외국인,1,3
"송파구","송파1동",계,422,443
"송파구","송파1동",한국인,421,436
"송파구","송파1동",등록외국인,1,7
"송파구","송파2동",계,434,750
"송파구","송파2동",한국인,431,748
"송파구","송파2동",등록외국인,3,2
"송파구","석촌동",계,543,566
"송파구","석촌동",한국인,534,551
"송파구","석촌동",등록외국인,9,15
"송파구","삼전동",계,466,513
"송파구","삼전동",한국인,463,503
"송파구","삼전동",등록외국인,3,10
"송파구","가락본동",계,635,649
"송파구","가락본동",한국인,630,640
"송파구","가락본동",등록외국인,5,9
"송파구","가락1동",계,1302,1665
"송파구","가락1동",한국인,1271,1649
"송파구","가락1동",등록외국인,31,16
"송파구","가락2동",계,728,1212
"송파구","가락2동",한국인,725,1210
"송파구","가락2동",등록외국인,3,2
"송파구","문정1동",계,465,555
"송파구","문정1동",한국인,460,552
"송파구","문정1동",등록외국인,5,3
"송파구","문정2동",계,623,721
"송파구","문정2동",한국인,621,718
"송파구","문정2동",등록외국인,2,3
"송파구","잠실본동",계,385,498
"송파구","잠실본동",한국인,381,488
"송파구","잠실본동",등록외국인,4,10
"송파구","잠실4동",계,726,1409
"송파구","잠실4동",한국인,724,1404
"송파구","잠실4동",등록외국인,2,5
"송파구","잠실6동",계,453,811
"송파구","잠실6동",한국인,443,795
"송파구","잠실6동",등록외국인,10,16
"송파구","잠실7동",계,208,321
"송파구","잠실7동",한국인,208,321
"송파구","잠실7동",등록외국인,-,-
"송파구","잠실2동",계,925,2262
"송파구","잠실2동",한국인,920,2257
"송파구","잠실2동",등록외국인,5,5
"송파구","잠실3동",계,800,1620
"송파구","잠실3동",한국인,796,1616
"송파구","잠실3동",등록외국인,4,4
"송파구","장지동",계,1061,1079
"송파구","장지동",한국인,1060,1077
"송파구","장지동",등록외국인,1,2
"송파구","위례동",계,2386,3640
"송파구","위례동",한국인,2385,3637
"송파구","위례동",등록외국인,1,3
"강동구","명일1동",계,887,1021
"강동구","명일1동",한국인,885,1016
"강동구","명일1동",등록외국인,2,5
"강동구","명일2동",계,278,632
"강동구","명일2동",한국인,277,631
"강동구","명일2동",등록외국인,1,1
"강동구","고덕1동",계,506,1442
"강동구","고덕1동",한국인,503,1440
"강동구","고덕1동",등록외국인,3,2
"강동구","고덕2동",계,1036,1614
"강동구","고덕2동",한국인,1019,1601
"강동구","고덕2동",등록외국인,17,13
"강동구","암사2동",계,535,514
"강동구","암사2동",한국인,535,511
"강동구","암사2동",등록외국인,-,3
"강동구","암사3동",계,478,945
"강동구","암사3동",한국인,478,945
"강동구","암사3동",등록외국인,-,-
"강동구","천호1동",계,481,517
"강동구","천호1동",한국인,474,509
"강동구","천호1동",등록외국인,7,8
"강동구","천호3동",계,537,484
"강동구","천호3동",한국인,529,478
"강동구","천호3동",등록외국인,8,6
"강동구","성내1동",계,528,658
"강동구","성내1동",한국인,523,654
"강동구","성내1동",등록외국인,5,4
"강동구","성내2동",계,420,425
"강동구","성내2동",한국인,410,404
"강동구","성내2동",등록외국인,10,21
"강동구","성내3동",계,381,522
"강동구","성내3동",한국인,372,512
"강동구","성내3동",등록외국인,9,10
"강동구","둔촌1동",계,522,465
"강동구","둔촌1동",한국인,522,465
"강동구","둔촌1동",등록외국인,-,-
"강동구","둔촌2동",계,735,789
"강동구","둔촌2동",한국인,735,788
"강동구","둔촌2동",등록외국인,-,1
"강동구","암사1동",계,664,919
"강동구","암사1동",한국인,652,913
"강동구","암사1동",등록외국인,12,6
"강동구","천호2동",계,716,763
"강동구","천호2동",한국인,697,748
"강동구","천호2동",등록외국인,19,15
"강동구","길동",계,1058,1153
"강동구","길동",한국인,1051,1145
"강동구","길동",등록외국인,7,8
"강동구","강일동",계,1379,1753
"강동구","강일동",한국인,1378,1752
"강동구","강일동",등록외국인,1,1
"강동구","상일1동",계,1494,2767
"강동구","상일1동",한국인,1492,2763
"강동구","상일1동",등록외국인,2,4
"강동구","상일2동",계,606,659
"강동구","상일2동",한국인,605,657
"강동구","상일2동",등록외국인,1,2
